| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/main/java/org/apache/commons/pool2/BaseKeyedPooledObjectFactory.java:31:23:31:50               | BaseKeyedPooledObjectFactory                | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/main/java/org/apache/commons/pool2/BaseKeyedPooledObjectFactory.java:31:23:31:50               | BaseObject                                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/main/java/org/apache/commons/pool2/BaseObject.java:24:23:24:32                                   |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/main/java/org/apache/commons/pool2/proxy/CglibProxySource.java:42:39:42:57                     | toString                                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/main/java/org/apache/commons/pool2/proxy/CglibProxySource.java:41:19:41:26                     | StringBuilder                               | file:///modules/java.base/java/lang/StringBuilder.class:0:0:0:0                                                                                                                              |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/main/java/org/apache/commons/pool2/proxy/CglibProxySource.java:43:9:43:55                      | toString                                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/main/java/org/apache/commons/pool2/proxy/CglibProxySource.java:41:19:41:26                     | append                                      | file:///modules/java.base/java/lang/StringBuilder.class:0:0:0:0                                                                                                                              |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/main/java/org/apache/commons/pool2/proxy/CglibProxySource.java:44:9:44:34                      | toString                                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/main/java/org/apache/commons/pool2/proxy/CglibProxySource.java:41:19:41:26                     | append                                      | file:///modules/java.base/java/lang/StringBuilder.class:0:0:0:0                                                                                                                              |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/main/java/org/apache/commons/pool2/proxy/CglibProxySource.java:45:9:45:27                      | toString                                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/main/java/org/apache/commons/pool2/proxy/CglibProxySource.java:41:19:41:26                     | append                                      | file:///modules/java.base/java/lang/StringBuilder.class:0:0:0:0                                                                                                                              |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/main/java/org/apache/commons/pool2/proxy/CglibProxySource.java:46:16:46:33                     | toString                                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/main/java/org/apache/commons/pool2/proxy/CglibProxySource.java:41:19:41:26                     | toString                                    | file:///modules/java.base/java/lang/StringBuilder.class:0:0:0:0                                                                                                                              |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/main/java/org/apache/commons/pool2/proxy/JdkProxyHandler.java:40:9:40:43                       | JdkProxyHandler                             | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/main/java/org/apache/commons/pool2/proxy/JdkProxyHandler.java:39:5:39:19                       | BaseProxyHandler                            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/main/java/org/apache/commons/pool2/proxy/BaseProxyHandler.java:41:5:41:20                        |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/main/java/org/apache/commons/pool2/proxy/JdkProxyHandler.java:46:16:46:37                      | invoke                                      | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/main/java/org/apache/commons/pool2/proxy/JdkProxyHandler.java:44:19:44:24                      | doInvoke                                    | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/target/classes/org/apache/commons/pool2/proxy/BaseProxyHandler.class:0:0:0:0                         |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/main/java/org/apache/commons/pool2/proxy/JdkProxySource.java:41:12:41:25                       | JdkProxySource                              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/main/java/org/apache/commons/pool2/proxy/JdkProxySource.java:41:12:41:25                       | Object                                      | file:///modules/java.base/java/lang/Object.class:0:0:0:0                                                                                                                                     |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/main/java/org/apache/commons/pool2/proxy/JdkProxySource.java:44:9:44:78                        | JdkProxySource                              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/main/java/org/apache/commons/pool2/proxy/JdkProxySource.java:41:12:41:25                       | arraycopy                                   | file:///modules/java.base/java/lang/System.class:0:0:0:0                                                                                                                                     |
| file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/main/java/org/apache/commons/pool2/proxy/JdkProxySource.java:51:17:54:75                       | createProxy                                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/commons-pool/src/main/java/org/apache/commons/pool2/proxy/JdkProxySource.java:49:14:49:24                       | newProxyInstance                            | file:///modules/java.base/java/lang/reflect/Proxy.class:0:0:0:0                                                                                                                              |
