| subSequence                | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/test/java/org/joda/convert/AltCharSequence.java:32:25:32:35                                    | subSequence                | file:///9A/java.base/java/lang/CharSequence.sig:0:0:0:0                                                                                                        | CharSequence                               |
| getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/BooleanArrayStringConverterFactory.java:97:29:97:44         | getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/TypedFromStringConverter.class:0:0:0:0 | TypedStringConverter<boolean[]>            |
| getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/BooleanArrayStringConverterFactory.java:97:29:97:44         | getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/TypedFromStringConverter.class:0:0:0:0 | TypedFromStringConverter<boolean[]>        |
| getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/BooleanArrayStringConverterFactory.java:97:29:97:44         | getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/TypedStringConverter.class:0:0:0:0     | TypedStringConverter<boolean[]>            |
| getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/BooleanArrayStringConverterFactory.java:97:29:97:44         | getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/TypedStringConverter.class:0:0:0:0     | TypedFromStringConverter<boolean[]>        |
| convertFromString          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/BooleanArrayStringConverterFactory.java:77:30:77:46         | convertFromString          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/FromStringConverter.class:0:0:0:0      | FromStringConverter<boolean[]>             |
| convertToString            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/BooleanArrayStringConverterFactory.java:65:27:65:41         | convertToString            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/ToStringConverter.class:0:0:0:0        | ToStringConverter<boolean[]>               |
| getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/BooleanObjectArrayStringConverterFactory.java:100:29:100:44 | getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/TypedFromStringConverter.class:0:0:0:0 | TypedStringConverter<Boolean[]>            |
| getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/BooleanObjectArrayStringConverterFactory.java:100:29:100:44 | getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/TypedFromStringConverter.class:0:0:0:0 | TypedFromStringConverter<Boolean[]>        |
| getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/BooleanObjectArrayStringConverterFactory.java:100:29:100:44 | getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/TypedStringConverter.class:0:0:0:0     | TypedStringConverter<Boolean[]>            |
| getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/BooleanObjectArrayStringConverterFactory.java:100:29:100:44 | getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/TypedStringConverter.class:0:0:0:0     | TypedFromStringConverter<Boolean[]>        |
| getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/BooleanObjectArrayStringConverterFactory.java:100:29:100:44 | getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/TypedFromStringConverter.class:0:0:0:0 | TypedStringConverter<Boolean[]>            |
| getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/BooleanObjectArrayStringConverterFactory.java:100:29:100:44 | getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/TypedFromStringConverter.class:0:0:0:0 | TypedFromStringConverter<Boolean[]>        |
| getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/BooleanObjectArrayStringConverterFactory.java:100:29:100:44 | getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/TypedStringConverter.class:0:0:0:0     | TypedStringConverter<Boolean[]>            |
| getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/BooleanObjectArrayStringConverterFactory.java:100:29:100:44 | getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/TypedStringConverter.class:0:0:0:0     | TypedFromStringConverter<Boolean[]>        |
| convertFromString          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/BooleanObjectArrayStringConverterFactory.java:78:30:78:46   | convertFromString          | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/FromStringConverter.class:0:0:0:0      | FromStringConverter<Boolean[]>             |
| convertToString            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/BooleanObjectArrayStringConverterFactory.java:66:27:66:41   | convertToString            | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/ToStringConverter.class:0:0:0:0        | ToStringConverter<Boolean[]>               |
| getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/ByteObjectArrayStringConverterFactory.java:103:29:103:44    | getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/TypedFromStringConverter.class:0:0:0:0 | TypedStringConverter<Byte[]>               |
| getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/ByteObjectArrayStringConverterFactory.java:103:29:103:44    | getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/TypedFromStringConverter.class:0:0:0:0 | TypedFromStringConverter<Byte[]>           |
| getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/ByteObjectArrayStringConverterFactory.java:103:29:103:44    | getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/TypedStringConverter.class:0:0:0:0     | TypedStringConverter<Byte[]>               |
| getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/ByteObjectArrayStringConverterFactory.java:103:29:103:44    | getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/TypedStringConverter.class:0:0:0:0     | TypedFromStringConverter<Byte[]>           |
| getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/ByteObjectArrayStringConverterFactory.java:103:29:103:44    | getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/TypedFromStringConverter.class:0:0:0:0 | TypedStringConverter<Byte[]>               |
| getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/src/main/java/org/joda/convert/factory/ByteObjectArrayStringConverterFactory.java:103:29:103:44    | getEffectiveType           | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects/joda-convert/target/classes/org/joda/convert/TypedFromStringConverter.class:0:0:0:0 | TypedFromStringConverter<Byte[]>           |
