| import BufferedReader              | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/main/java/org/apache/commons/validator/ValidatorAction.java:22:1:22:30                                             |
| import AfterClass                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/test/java/org/apache/commons/validator/routines/LongValidator_ESTest_scaffolding.java:26:1:26:28                   |
| import AfterClass                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/test/java/org/apache/commons/validator/routines/PercentValidator_ESTest_scaffolding.java:26:1:26:28                |
| import AfterClass                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/test/java/org/apache/commons/validator/routines/RegexValidator_ESTest_scaffolding.java:26:1:26:28                  |
| import AfterClass                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/test/java/org/apache/commons/validator/routines/ShortValidator_ESTest_scaffolding.java:26:1:26:28                  |
| import AfterClass                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/test/java/org/apache/commons/validator/routines/TimeValidator_ESTest_scaffolding.java:26:1:26:28                   |
| import AfterClass                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/test/java/org/apache/commons/validator/routines/checkdigit/ABANumberCheckDigit_ESTest_scaffolding.java:26:1:26:28  |
| import AfterClass                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/test/java/org/apache/commons/validator/routines/checkdigit/CUSIPCheckDigit_ESTest_scaffolding.java:26:1:26:28      |
| import AfterClass                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/test/java/org/apache/commons/validator/routines/checkdigit/CheckDigitException_ESTest_scaffolding.java:26:1:26:28  |
| import AfterClass                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/test/java/org/apache/commons/validator/routines/checkdigit/EAN13CheckDigit_ESTest_scaffolding.java:26:1:26:28      |
| import AfterClass                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/test/java/org/apache/commons/validator/routines/checkdigit/IBANCheckDigit_ESTest_scaffolding.java:26:1:26:28       |
| import AfterClass                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/test/java/org/apache/commons/validator/routines/checkdigit/ISBN10CheckDigit_ESTest_scaffolding.java:26:1:26:28     |
| import AfterClass                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/test/java/org/apache/commons/validator/routines/checkdigit/ISBNCheckDigit_ESTest_scaffolding.java:26:1:26:28       |
| import AfterClass                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/test/java/org/apache/commons/validator/routines/checkdigit/ISINCheckDigit_ESTest_scaffolding.java:26:1:26:28       |
| import AfterClass                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/test/java/org/apache/commons/validator/routines/checkdigit/ISSNCheckDigit_ESTest_scaffolding.java:26:1:26:28       |
| import AfterClass                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/test/java/org/apache/commons/validator/routines/checkdigit/LuhnCheckDigit_ESTest_scaffolding.java:26:1:26:28       |
| import AfterClass                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/test/java/org/apache/commons/validator/routines/checkdigit/ModulusCheckDigit_ESTest_scaffolding.java:26:1:26:28    |
| import AfterClass                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/test/java/org/apache/commons/validator/routines/checkdigit/ModulusTenCheckDigit_ESTest_scaffolding.java:26:1:26:28 |
| import AfterClass                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/test/java/org/apache/commons/validator/routines/checkdigit/SedolCheckDigit_ESTest_scaffolding.java:26:1:26:28      |
| import AfterClass                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/test/java/org/apache/commons/validator/routines/checkdigit/VerhoeffCheckDigit_ESTest_scaffolding.java:26:1:26:28   |
| import AfterClass                  | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/test/java/org/apache/commons/validator/util/Flags_ESTest_scaffolding.java:26:1:26:28                               |
| import BeforeClass                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/test/java/org/apache/commons/validator/Arg_ESTest_scaffolding.java:23:1:23:29                                      |
| import BeforeClass                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/test/java/org/apache/commons/validator/CreditCardValidator_ESTest_scaffolding.java:23:1:23:29                      |
| import BeforeClass                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/test/java/org/apache/commons/validator/DateValidator_ESTest_scaffolding.java:23:1:23:29                            |
| import BeforeClass                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/test/java/org/apache/commons/validator/EmailValidator_ESTest_scaffolding.java:23:1:23:29                           |
| import BeforeClass                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/test/java/org/apache/commons/validator/Field_ESTest_scaffolding.java:23:1:23:29                                    |
| import BeforeClass                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/test/java/org/apache/commons/validator/Form_ESTest_scaffolding.java:23:1:23:29                                     |
| import BeforeClass                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/test/java/org/apache/commons/validator/GenericValidator_ESTest_scaffolding.java:23:1:23:29                         |
| import BeforeClass                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/test/java/org/apache/commons/validator/ISBNValidator_ESTest_scaffolding.java:23:1:23:29                            |
| import BeforeClass                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/test/java/org/apache/commons/validator/Msg_ESTest_scaffolding.java:23:1:23:29                                      |
| import BeforeClass                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/test/java/org/apache/commons/validator/UrlValidator_ESTest_scaffolding.java:23:1:23:29                             |
| import BeforeClass                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/test/java/org/apache/commons/validator/ValidatorException_ESTest_scaffolding.java:23:1:23:29                       |
| import BeforeClass                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/test/java/org/apache/commons/validator/ValidatorResult_ESTest_scaffolding.java:23:1:23:29                          |
| import BeforeClass                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/test/java/org/apache/commons/validator/ValidatorResults_ESTest_scaffolding.java:23:1:23:29                         |
| import BeforeClass                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/test/java/org/apache/commons/validator/Validator_ESTest_scaffolding.java:23:1:23:29                                |
| import BeforeClass                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/test/java/org/apache/commons/validator/Var_ESTest_scaffolding.java:23:1:23:29                                      |
| import BeforeClass                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/test/java/org/apache/commons/validator/routines/AbstractCalendarValidator_ESTest_scaffolding.java:23:1:23:29       |
| import BeforeClass                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/test/java/org/apache/commons/validator/routines/AbstractFormatValidator_ESTest_scaffolding.java:23:1:23:29         |
| import BeforeClass                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/test/java/org/apache/commons/validator/routines/AbstractNumberValidator_ESTest_scaffolding.java:23:1:23:29         |
| import BeforeClass                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/test/java/org/apache/commons/validator/routines/BigDecimalValidator_ESTest_scaffolding.java:23:1:23:29             |
| import BeforeClass                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/test/java/org/apache/commons/validator/routines/BigIntegerValidator_ESTest_scaffolding.java:23:1:23:29             |
| import BeforeClass                 | file:///home/ali/Documents/AlphaTrans/java_projects/cleaned_final_projects_evosuite/commons-validator/src/test/java/org/apache/commons/validator/routines/ByteValidator_ESTest_scaffolding.java:23:1:23:29                   |
